date,api,art,total_count,failures,p95_rt
2025-11-06,API_036,Entitlement,759,0,548.4
2025-11-07,API_036,Entitlement,1652,1,668.5
2025-11-08,API_036,Entitlement,1074,1,536.5
2025-11-09,API_036,Entitlement,1169,1,597.5
2025-11-10,API_036,Entitlement,768,0,623.4
2025-11-11,API_036,Entitlement,630,0,553.7
2025-11-12,API_036,Entitlement,852,0,568.6
2025-11-13,API_036,Entitlement,726,0,524.6
2025-11-14,API_036,Entitlement,1200,1,524.5
2025-11-15,API_036,Entitlement,1957,1,539.5
2025-10-16,API_037,Trade,1145,1,539.6
2025-10-17,API_037,Trade,1918,1,668.4
2025-10-18,API_037,Trade,1973,1,590.1
2025-10-19,API_037,Trade,1224,1,678.4
2025-10-20,API_037,Trade,1749,1,608.1
2025-10-21,API_037,Trade,1485,1,606.8
2025-10-22,API_037,Trade,1800,1,564.1
2025-10-23,API_037,Trade,1045,1,698.5
2025-10-24,API_037,Trade,540,0,553.0
2025-10-25,API_037,Trade,1598,1,636.5
2025-10-26,API_037,Trade,1452,1,716.6
2025-10-27,API_037,Trade,772,0,502.6
2025-10-28,API_037,Trade,1336,1,625.8
2025-10-29,API_037,Trade,1430,1,622.9
2025-10-30,API_037,Trade,788,0,622.3
2025-10-31,API_037,Trade,1589,1,552.6
2025-11-01,API_037,Trade,982,0,572.1
2025-11-02,API_037,Trade,953,0,612.1
2025-11-03,API_037,Trade,700,0,652.1
2025-11-04,API_037,Trade,642,0,577.3
2025-11-05,API_037,Trade,1714,1,687.5
2025-11-06,API_037,Trade,959,0,569.1
2025-11-07,API_037,Trade,1924,1,643.4
2025-11-08,API_037,Trade,1344,1,640.0
2025-11-09,API_037,Trade,1730,1,624.6
2025-11-10,API_037,Trade,1774,1,585.5
2025-11-11,API_037,Trade,718,0,542.0
2025-11-12,API_037,Trade,1387,1,609.0
2025-11-13,API_037,Trade,1057,1,666.4
2025-11-14,API_037,Trade,1339,1,592.8
2025-11-15,API_037,Trade,1201,1,615.2
2025-10-16,API_038,Information Management,1095,1,596.2
2025-10-17,API_038,Information Management,780,0,575.7
2025-10-18,API_038,Information Management,1113,1,596.0
2025-10-19,API_038,Information Management,1161,1,573.9
2025-10-20,API_038,Information Management,1446,1,645.0
2025-10-21,API_038,Information Management,1398,1,644.3
2025-10-22,API_038,Information Management,1479,1,636.9
2025-10-23,API_038,Information Management,672,0,653.3
2025-10-24,API_038,Information Management,1286,1,568.4
2025-10-25,API_038,Information Management,1442,1,511.7
2025-10-26,API_038,Information Management,1960,1,584.3
2025-10-27,API_038,Information Management,1175,1,586.6
2025-10-28,API_038,Information Management,819,0,579.0
2025-10-29,API_038,Information Management,1172,1,486.9
2025-10-30,API_038,Information Management,1726,1,582.2
2025-10-31,API_038,Information Management,1320,1,536.8
2025-11-01,API_038,Information Management,721,0,535.9
2025-11-02,API_038,Information Management,540,0,625.7
2025-11-03,API_038,Information Management,1650,1,653.9
2025-11-04,API_038,Information Management,1778,1,593.7
2025-11-05,API_038,Information Management,1380,1,589.9
2025-11-06,API_038,Information Management,931,0,605.0
2025-11-07,API_038,Information Management,993,0,572.0
2025-11-08,API_038,Information Management,1992,1,556.0
2025-11-09,API_038,Information Management,1799,1,602.2
2025-11-10,API_038,Information Management,1512,1,658.5
2025-11-11,API_038,Information Management,1227,1,630.1
2025-11-12,API_038,Information Management,979,0,639.2
2025-11-13,API_038,Information Management,1954,1,761.3
2025-11-14,API_038,Information Management,1947,1,560.8
2025-11-15,API_038,Information Management,1058,1,490.2
2025-10-16,API_039,Liquidity,1026,1,653.1
2025-10-17,API_039,Liquidity,1104,1,613.8
2025-10-18,API_039,Liquidity,905,0,696.7
2025-10-19,API_039,Liquidity,1004,1,678.9
2025-10-20,API_039,Liquidity,678,0,604.5
2025-10-21,API_039,Liquidity,1039,1,503.9
2025-10-22,API_039,Liquidity,1271,1,584.6
2025-10-23,API_039,Liquidity,1353,1,455.8
2025-10-24,API_039,Liquidity,693,0,587.5
2025-10-25,API_039,Liquidity,1884,1,495.0
2025-10-26,API_039,Liquidity,1610,1,654.4
2025-10-27,API_039,Liquidity,1072,1,587.1
2025-10-28,API_039,Liquidity,1279,1,648.4
2025-10-29,API_039,Liquidity,1990,1,612.4
2025-10-30,API_039,Liquidity,1903,1,449.9
2025-10-31,API_039,Liquidity,1252,1,508.0
2025-11-01,API_039,Liquidity,1366,1,627.1
2025-11-02,API_039,Liquidity,1248,1,525.6
2025-11-03,API_039,Liquidity,1152,1,669.5
2025-11-04,API_039,Liquidity,1380,1,607.3
2025-11-05,API_039,Liquidity,1713,1,617.9
2025-11-06,API_039,Liquidity,1364,1,617.3
2025-11-07,API_039,Liquidity,1101,1,456.9
2025-11-08,API_039,Liquidity,1203,1,513.5
2025-11-09,API_039,Liquidity,817,0,569.5
2025-11-10,API_039,Liquidity,732,0,593.1
2025-11-11,API_039,Liquidity,1867,1,612.8
2025-11-12,API_039,Liquidity,1355,1,554.9
2025-11-13,API_039,Liquidity,1318,1,611.7
2025-11-14,API_039,Liquidity,896,0,659.5
2025-11-15,API_039,Liquidity,1278,1,596.2
2025-10-16,API_040,Connect API,626,0,564.6
2025-10-17,API_040,Connect API,500,0,688.8
2025-10-18,API_040,Connect API,1083,1,557.4
2025-10-19,API_040,Connect API,955,0,529.1
2025-10-20,API_040,Connect API,944,0,650.1
2025-10-21,API_040,Connect API,1763,1,663.1
2025-10-22,API_040,Connect API,1487,1,541.3
2025-10-23,API_040,Connect API,1773,1,641.3
2025-10-24,API_040,Connect API,673,0,625.2
2025-10-25,API_040,Connect API,1866,1,648.6
2025-10-26,API_040,Connect API,1349,1,632.1
2025-10-27,API_040,Connect API,1847,1,550.1
2025-10-28,API_040,Connect API,1093,1,467.5
2025-10-29,API_040,Connect API,984,0,587.3
2025-10-30,API_040,Connect API,1607,1,540.8
2025-10-31,API_040,Connect API,1636,1,630.7
2025-11-01,API_040,Connect API,1458,1,589.9
2025-11-02,API_040,Connect API,604,0,648.5
2025-11-03,API_040,Connect API,1789,1,618.3
2025-11-04,API_040,Connect API,1409,1,642.5
2025-11-05,API_040,Connect API,1900,1,614.0
2025-11-06,API_040,Connect API,1270,1,563.3
2025-11-07,API_040,Connect API,886,0,621.7
2025-11-08,API_040,Connect API,1873,1,498.2
2025-11-09,API_040,Connect API,1834,1,561.3
2025-11-10,API_040,Connect API,1485,1,589.5
2025-11-11,API_040,Connect API,1931,1,510.9
2025-11-12,API_040,Connect API,1817,1,628.3
2025-11-13,API_040,Connect API,919,0,650.7
2025-11-14,API_040,Connect API,1110,1,604.9
2025-11-15,API_040,Connect API,1553,1,551.7
2025-10-16,API_041,Payment Initiation,1711,1,566.3
2025-10-17,API_041,Payment Initiation,694,0,520.3
2025-10-18,API_041,Payment Initiation,1679,1,689.8
2025-10-19,API_041,Payment Initiation,522,0,627.4
2025-10-20,API_041,Payment Initiation,859,0,583.7
2025-10-21,API_041,Payment Initiation,1903,1,595.5
2025-10-22,API_041,Payment Initiation,1178,1,524.0
2025-10-23,API_041,Payment Initiation,506,0,602.7
2025-10-24,API_041,Payment Initiation,1719,1,590.7
2025-10-25,API_041,Payment Initiation,1725,1,625.8
2025-10-26,API_041,Payment Initiation,1967,1,676.4
2025-10-27,API_041,Payment Initiation,894,0,570.1
2025-10-28,API_041,Payment Initiation,1316,1,673.3
2025-10-29,API_041,Payment Initiation,1963,1,606.7
2025-10-30,API_041,Payment Initiation,1727,1,543.7
2025-10-31,API_041,Payment Initiation,1957,1,608.5
2025-11-01,API_041,Payment Initiation,1336,1,533.1
2025-11-02,API_041,Payment Initiation,1678,1,605.9
2025-11-03,API_041,Payment Initiation,1953,1,594.7
2025-11-04,API_041,Payment Initiation,1757,1,577.8
2025-11-05,API_041,Payment Initiation,761,0,584.5
2025-11-06,API_041,Payment Initiation,1041,1,695.9
2025-11-07,API_041,Payment Initiation,984,0,575.2
2025-11-08,API_041,Payment Initiation,623,0,664.3
2025-11-09,API_041,Payment Initiation,1558,1,614.4
2025-11-10,API_041,Payment Initiation,700,0,654.2
2025-11-11,API_041,Payment Initiation,868,0,612.1
2025-11-12,API_041,Payment Initiation,1137,1,553.3
2025-11-13,API_041,Payment Initiation,608,0,598.9
2025-11-14,API_041,Payment Initiation,1173,1,623.8
2025-11-15,API_041,Payment Initiation,864,0,638.3
2025-10-16,API_042,Payment Management,1446,1,630.1
2025-10-17,API_042,Payment Management,1398,1,536.2
2025-10-18,API_042,Payment Management,1261,1,547.6
2025-10-19,API_042,Payment Management,840,0,524.3
2025-10-20,API_042,Payment Management,799,0,548.1
2025-10-21,API_042,Payment Management,638,0,481.2
2025-10-22,API_042,Payment Management,1803,1,644.9
2025-10-23,API_042,Payment Management,982,0,619.5
2025-10-24,API_042,Payment Management,1495,1,578.5
2025-10-25,API_042,Payment Management,934,0,642.6
2025-10-26,API_042,Payment Management,603,0,651.3
2025-10-27,API_042,Payment Management,1737,1,717.6
2025-10-28,API_042,Payment Management,664,0,667.6
2025-10-29,API_042,Payment Management,1498,1,572.1
2025-10-30,API_042,Payment Management,1156,1,593.6
2025-10-31,API_042,Payment Management,1112,1,508.5
2025-11-01,API_042,Payment Management,563,0,614.5
2025-11-02,API_042,Payment Management,1614,1,615.2
2025-11-03,API_042,Payment Management,1663,1,628.1
2025-11-04,API_042,Payment Management,745,0,618.5
2025-11-05,API_042,Payment Management,975,0,576.5
2025-11-06,API_042,Payment Management,1476,1,578.3
2025-11-07,API_042,Payment Management,1517,1,718.1
2025-11-08,API_042,Payment Management,1382,1,622.6
2025-11-09,API_042,Payment Management,1319,1,598.2
2025-11-10,API_042,Payment Management,1363,1,484.5
2025-11-11,API_042,Payment Management,1751,1,595.3
2025-11-12,API_042,Payment Management,1625,1,760.4
2025-11-13,API_042,Payment Management,906,0,657.4
2025-11-14,API_042,Payment Management,898,0,644.5
2025-11-15,API_042,Payment Management,998,0,611.2
2025-10-16,API_043,Platform,1988,1,671.6
2025-10-17,API_043,Platform,1271,1,579.8
2025-10-18,API_043,Platform,1402,1,669.9
2025-10-19,API_043,Platform,1339,1,587.7
2025-10-20,API_043,Platform,646,0,533.9
2025-10-21,API_043,Platform,1336,1,549.0
2025-10-22,API_043,Platform,1536,1,653.1
2025-10-23,API_043,Platform,521,0,647.3
2025-10-24,API_043,Platform,1872,1,734.4
2025-10-25,API_043,Platform,776,0,627.6
2025-10-26,API_043,Platform,1727,1,562.4
2025-10-27,API_043,Platform,1195,1,651.7
2025-10-28,API_043,Platform,1809,1,567.9
2025-10-29,API_043,Platform,1146,1,651.4
2025-10-30,API_043,Platform,1078,1,643.5
2025-10-31,API_043,Platform,500,0,631.0
2025-11-01,API_043,Platform,1410,1,625.3
2025-11-02,API_043,Platform,687,0,564.4
2025-11-03,API_043,Platform,1651,1,610.8
2025-11-04,API_043,Platform,1046,1,608.7
2025-11-05,API_043,Platform,693,0,586.6
2025-11-06,API_043,Platform,1301,1,547.6
2025-11-07,API_043,Platform,1441,1,657.7
2025-11-08,API_043,Platform,1881,1,532.4
2025-11-09,API_043,Platform,1598,1,552.5
2025-11-10,API_043,Platform,687,0,581.5
2025-11-11,API_043,Platform,1813,1,623.4
2025-11-12,API_043,Platform,874,0,647.6
2025-11-13,API_043,Platform,661,0,639.6
2025-11-14,API_043,Platform,1711,1,656.3
2025-11-15,API_043,Platform,821,0,590.3
2025-10-16,API_044,Entitlement,610,0,557.4
2025-10-17,API_044,Entitlement,1007,1,583.3
2025-10-18,API_044,Entitlement,1738,1,661.7
2025-10-19,API_044,Entitlement,1473,1,571.8
2025-10-20,API_044,Entitlement,1232,1,558.1
2025-10-21,API_044,Entitlement,1754,1,507.6
2025-10-22,API_044,Entitlement,1756,1,592.0
2025-10-23,API_044,Entitlement,936,0,688.9
2025-10-24,API_044,Entitlement,530,0,571.3
2025-10-25,API_044,Entitlement,836,0,640.7
2025-10-26,API_044,Entitlement,1597,1,624.4
2025-10-27,API_044,Entitlement,1533,1,613.2
2025-10-28,API_044,Entitlement,1159,1,677.4
2025-10-29,API_044,Entitlement,659,0,448.6
2025-10-30,API_044,Entitlement,1511,1,708.0
2025-10-31,API_044,Entitlement,552,0,614.2
2025-11-01,API_044,Entitlement,1202,1,682.2
2025-11-02,API_044,Entitlement,759,0,623.5
2025-11-03,API_044,Entitlement,1989,1,569.5
2025-11-04,API_044,Entitlement,1535,1,490.0
2025-11-05,API_044,Entitlement,1349,1,598.3
2025-11-06,API_044,Entitlement,853,0,542.1
2025-11-07,API_044,Entitlement,1964,1,656.2
2025-11-08,API_044,Entitlement,1490,1,633.6
2025-11-09,API_044,Entitlement,1619,1,563.1
2025-11-10,API_044,Entitlement,793,0,611.4
2025-11-11,API_044,Entitlement,889,0,654.1
2025-11-12,API_044,Entitlement,824,0,611.1
2025-11-13,API_044,Entitlement,927,0,536.8
2025-11-14,API_044,Entitlement,1975,1,615.8
2025-11-15,API_044,Entitlement,640,0,611.6
2025-10-16,API_045,Trade,1606,1,586.4
2025-10-17,API_045,Trade,1190,1,645.4
2025-10-18,API_045,Trade,1944,1,644.3
2025-10-19,API_045,Trade,1131,1,606.7
2025-10-20,API_045,Trade,1450,1,657.9
2025-10-21,API_045,Trade,1428,1,674.2
2025-10-22,API_045,Trade,1022,1,605.3
2025-10-23,API_045,Trade,1032,1,611.8
2025-10-24,API_045,Trade,1478,1,599.8
2025-10-25,API_045,Trade,1370,1,541.8
2025-10-26,API_045,Trade,1039,1,595.6
2025-10-27,API_045,Trade,726,0,666.7
2025-10-28,API_045,Trade,1759,1,613.2
2025-10-29,API_045,Trade,1623,1,520.4
2025-10-30,API_045,Trade,530,0,550.1
2025-10-31,API_045,Trade,1689,1,685.0
2025-11-01,API_045,Trade,1982,1,650.3
2025-11-02,API_045,Trade,1623,1,678.4
2025-11-03,API_045,Trade,1120,1,640.4
2025-11-04,API_045,Trade,773,0,590.1
2025-11-05,API_045,Trade,1526,1,664.5
2025-11-06,API_045,Trade,1672,1,517.9
2025-11-07,API_045,Trade,1039,1,546.0
2025-11-08,API_045,Trade,855,0,638.3
2025-11-09,API_045,Trade,1775,1,606.8
2025-11-10,API_045,Trade,548,0,581.4
2025-11-11,API_045,Trade,617,0,613.8
2025-11-12,API_045,Trade,552,0,688.8
2025-11-13,API_045,Trade,1057,1,617.5
2025-11-14,API_045,Trade,1367,1,589.0
2025-11-15,API_045,Trade,897,0,586.9
2025-10-16,API_046,Information Management,610,0,441.7
2025-10-17,API_046,Information Management,1113,1,744.8
2025-10-18,API_046,Information Management,1040,1,647.1
2025-10-19,API_046,Information Management,670,0,684.7
2025-10-20,API_046,Information Management,618,0,566.9
2025-10-21,API_046,Information Management,1679,1,548.0
2025-10-22,API_046,Information Management,1197,1,556.8
2025-10-23,API_046,Information Management,674,0,585.7
2025-10-24,API_046,Information Management,1657,1,611.5
2025-10-25,API_046,Information Management,1914,1,606.1
2025-10-26,API_046,Information Management,1255,1,692.9
2025-10-27,API_046,Information Management,511,0,609.9
2025-10-28,API_046,Information Management,1122,1,603.1
2025-10-29,API_046,Information Management,806,0,640.2
2025-10-30,API_046,Information Management,1979,1,640.6
2025-10-31,API_046,Information Management,1568,1,503.9
2025-11-01,API_046,Information Management,694,0,550.3
2025-11-02,API_046,Information Management,988,0,609.0
2025-11-03,API_046,Information Management,1728,1,638.1
2025-11-04,API_046,Information Management,1602,1,610.4
2025-11-05,API_046,Information Management,1015,1,573.4
2025-11-06,API_046,Information Management,1627,1,601.3
2025-11-07,API_046,Information Management,1666,1,613.8
2025-11-08,API_046,Information Management,1039,1,559.7
2025-11-09,API_046,Information Management,1613,1,637.8
2025-11-10,API_046,Information Management,1722,1,620.3
2025-11-11,API_046,Information Management,1917,1,540.3
2025-11-12,API_046,Information Management,1006,1,533.3
2025-11-13,API_046,Information Management,955,0,614.8
2025-11-14,API_046,Information Management,1883,1,667.4
2025-11-15,API_046,Information Management,1063,1,631.1
2025-10-16,API_047,Liquidity,1625,1,584.2
2025-10-17,API_047,Liquidity,1058,1,489.9
2025-10-18,API_047,Liquidity,658,0,580.8
2025-10-19,API_047,Liquidity,504,0,609.1
2025-10-20,API_047,Liquidity,860,0,534.7
2025-10-21,API_047,Liquidity,1445,1,590.7
2025-10-22,API_047,Liquidity,921,0,503.5
2025-10-23,API_047,Liquidity,1645,1,611.1
2025-10-24,API_047,Liquidity,776,0,606.5
2025-10-25,API_047,Liquidity,1097,1,624.7
2025-10-26,API_047,Liquidity,945,0,731.3
2025-10-27,API_047,Liquidity,1746,1,486.3
2025-10-28,API_047,Liquidity,502,0,588.0
2025-10-29,API_047,Liquidity,1951,1,526.1
2025-10-30,API_047,Liquidity,992,0,574.2
2025-10-31,API_047,Liquidity,771,0,635.3
2025-11-01,API_047,Liquidity,1079,1,504.1
2025-11-02,API_047,Liquidity,773,0,627.7
2025-11-03,API_047,Liquidity,1542,1,569.7
2025-11-04,API_047,Liquidity,653,0,565.6
2025-11-05,API_047,Liquidity,1913,1,632.9
2025-11-06,API_047,Liquidity,624,0,565.1
2025-11-07,API_047,Liquidity,1877,1,549.8
2025-11-08,API_047,Liquidity,1347,1,695.0
2025-11-09,API_047,Liquidity,949,0,594.5
2025-11-10,API_047,Liquidity,861,0,624.1
2025-11-11,API_047,Liquidity,507,0,556.3
2025-11-12,API_047,Liquidity,1332,1,662.9
2025-11-13,API_047,Liquidity,1950,1,542.6
2025-11-14,API_047,Liquidity,1253,1,628.3
2025-11-15,API_047,Liquidity,592,0,581.2
2025-10-16,API_048,Connect API,573,0,600.0
2025-10-17,API_048,Connect API,1679,1,637.7
2025-10-18,API_048,Connect API,669,0,523.8
2025-10-19,API_048,Connect API,1371,1,628.2
2025-10-20,API_048,Connect API,1289,1,642.8
2025-10-21,API_048,Connect API,1112,1,566.6
2025-10-22,API_048,Connect API,1696,1,512.6
2025-10-23,API_048,Connect API,509,0,809.8
2025-10-24,API_048,Connect API,826,0,512.2
2025-10-25,API_048,Connect API,1479,1,594.9
2025-10-26,API_048,Connect API,1217,1,559.7
2025-10-27,API_048,Connect API,1540,1,558.9
2025-10-28,API_048,Connect API,1192,1,647.4
2025-10-29,API_048,Connect API,1614,1,667.6
2025-10-30,API_048,Connect API,1581,1,583.6
2025-10-31,API_048,Connect API,653,0,508.4
2025-11-01,API_048,Connect API,604,0,602.0
2025-11-02,API_048,Connect API,1716,1,612.8
2025-11-03,API_048,Connect API,1232,1,588.6
2025-11-04,API_048,Connect API,1208,1,629.5
2025-11-05,API_048,Connect API,1160,1,702.1
2025-11-06,API_048,Connect API,598,0,655.6
2025-11-07,API_048,Connect API,1632,1,571.6
2025-11-08,API_048,Connect API,1199,1,652.8
2025-11-09,API_048,Connect API,653,0,590.9
2025-11-10,API_048,Connect API,1051,1,685.2
2025-11-11,API_048,Connect API,1290,1,567.9
2025-11-12,API_048,Connect API,1373,1,606.8
2025-11-13,API_048,Connect API,1632,1,659.0
2025-11-14,API_048,Connect API,720,0,548.4
2025-11-15,API_048,Connect API,611,0,538.2
2025-10-16,API_049,Payment Initiation,1114,1,605.5
2025-10-17,API_049,Payment Initiation,974,0,581.0
2025-10-18,API_049,Payment Initiation,1335,1,640.6
2025-10-19,API_049,Payment Initiation,1206,1,578.1
2025-10-20,API_049,Payment Initiation,1890,1,626.2
2025-10-21,API_049,Payment Initiation,688,0,624.3
2025-10-22,API_049,Payment Initiation,1687,1,662.2
2025-10-23,API_049,Payment Initiation,1527,1,644.4
2025-10-24,API_049,Payment Initiation,789,0,606.6
2025-10-25,API_049,Payment Initiation,1771,1,663.2
2025-10-26,API_049,Payment Initiation,1127,1,569.7
2025-10-27,API_049,Payment Initiation,753,0,595.1
2025-10-28,API_049,Payment Initiation,680,0,641.4
2025-10-29,API_049,Payment Initiation,1880,1,446.5
2025-10-30,API_049,Payment Initiation,1179,1,556.1
2025-10-31,API_049,Payment Initiation,1840,1,538.6
2025-11-01,API_049,Payment Initiation,711,0,640.8
2025-11-02,API_049,Payment Initiation,1250,1,531.1
2025-11-03,API_049,Payment Initiation,1692,1,584.9
2025-11-04,API_049,Payment Initiation,805,0,668.0
2025-11-05,API_049,Payment Initiation,1201,1,565.8
2025-11-06,API_049,Payment Initiation,705,0,644.1
2025-11-07,API_049,Payment Initiation,1708,1,647.0
2025-11-08,API_049,Payment Initiation,1003,1,584.9
2025-11-09,API_049,Payment Initiation,1545,1,687.6
2025-11-10,API_049,Payment Initiation,1252,1,496.8
2025-11-11,API_049,Payment Initiation,771,0,605.1
2025-11-12,API_049,Payment Initiation,1725,1,551.5
2025-11-13,API_049,Payment Initiation,531,0,628.8
2025-11-14,API_049,Payment Initiation,1020,1,565.8
2025-11-15,API_049,Payment Initiation,1476,1,639.0
2025-10-16,API_050,Payment Management,935,0,509.8
2025-10-17,API_050,Payment Management,1634,1,658.2
2025-10-18,API_050,Payment Management,1625,1,648.2
2025-10-19,API_050,Payment Management,1252,1,719.7
2025-10-20,API_050,Payment Management,1604,1,786.6
2025-10-21,API_050,Payment Management,988,0,527.7
2025-10-22,API_050,Payment Management,1619,1,589.1
2025-10-23,API_050,Payment Management,1946,1,649.0
2025-10-24,API_050,Payment Management,906,0,595.5
2025-10-25,API_050,Payment Management,1901,1,640.0
2025-10-26,API_050,Payment Management,1941,1,625.3
2025-10-27,API_050,Payment Management,1262,1,638.5
2025-10-28,API_050,Payment Management,744,0,533.2
2025-10-29,API_050,Payment Management,1860,1,663.5
2025-10-30,API_050,Payment Management,674,0,656.3
2025-10-31,API_050,Payment Management,608,0,599.7
2025-11-01,API_050,Payment Management,1462,1,640.1
2025-11-02,API_050,Payment Management,1997,1,627.3
2025-11-03,API_050,Payment Management,1651,1,567.9
2025-11-04,API_050,Payment Management,1975,1,582.4
2025-11-05,API_050,Payment Management,1942,1,595.7
2025-11-06,API_050,Payment Management,987,0,629.2
2025-11-07,API_050,Payment Management,1173,1,674.9
2025-11-08,API_050,Payment Management,1200,1,607.9
2025-11-09,API_050,Payment Management,1424,1,546.1
2025-11-10,API_050,Payment Management,1401,1,630.0
2025-11-11,API_050,Payment Management,838,0,603.0
2025-11-12,API_050,Payment Management,692,0,589.2
2025-11-13,API_050,Payment Management,1499,1,483.1
2025-11-14,API_050,Payment Management,1024,1,611.2
2025-11-15,API_050,Payment Management,1618,1,613.8
2025-10-16,API_051,Platform,951,0,510.7
2025-10-17,API_051,Platform,1545,1,660.9
2025-10-18,API_051,Platform,1382,1,553.1
2025-10-19,API_051,Platform,1729,1,600.2
2025-10-20,API_051,Platform,874,0,672.7
2025-10-21,API_051,Platform,1094,1,615.7
2025-10-22,API_051,Platform,1702,1,604.2
2025-10-23,API_051,Platform,1649,1,561.6
2025-10-24,API_051,Platform,830,0,578.0
2025-10-25,API_051,Platform,1401,1,523.2
2025-10-26,API_051,Platform,1620,1,660.5
2025-10-27,API_051,Platform,1592,1,588.9
2025-10-28,API_051,Platform,617,0,556.3
2025-10-29,API_051,Platform,549,0,523.3
2025-10-30,API_051,Platform,518,0,569.4
2025-10-31,API_051,Platform,1058,1,612.7
2025-11-01,API_051,Platform,951,0,566.5
2025-11-02,API_051,Platform,714,0,620.4
2025-11-03,API_051,Platform,1926,1,628.4
2025-11-04,API_051,Platform,903,0,680.1
2025-11-05,API_051,Platform,1552,1,625.5
2025-11-06,API_051,Platform,860,0,589.9
2025-11-07,API_051,Platform,1068,1,598.4
2025-11-08,API_051,Platform,701,0,584.0
2025-11-09,API_051,Platform,516,0,606.8
2025-11-10,API_051,Platform,1935,1,543.6
2025-11-11,API_051,Platform,1841,1,519.7
2025-11-12,API_051,Platform,1991,1,614.4
2025-11-13,API_051,Platform,924,0,605.8
2025-11-14,API_051,Platform,1518,1,513.4
2025-11-15,API_051,Platform,886,0,595.0
2025-10-16,API_052,Entitlement,707,0,513.0
2025-10-17,API_052,Entitlement,1085,1,551.0
2025-10-18,API_052,Entitlement,1962,1,626.1
2025-10-19,API_052,Entitlement,1818,1,593.0
2025-10-20,API_052,Entitlement,647,0,556.6
2025-10-21,API_052,Entitlement,1631,1,546.8
2025-10-22,API_052,Entitlement,1937,1,594.5
2025-10-23,API_052,Entitlement,1832,1,648.7
2025-10-24,API_052,Entitlement,980,0,531.1
2025-10-25,API_052,Entitlement,1875,1,505.5
2025-10-26,API_052,Entitlement,599,0,655.6
2025-10-27,API_052,Entitlement,1582,1,661.1
2025-10-28,API_052,Entitlement,1588,1,616.3
2025-10-29,API_052,Entitlement,1094,1,587.1
2025-10-30,API_052,Entitlement,1367,1,616.6
2025-10-31,API_052,Entitlement,1109,1,569.8
2025-11-01,API_052,Entitlement,1972,1,591.5
2025-11-02,API_052,Entitlement,1380,1,637.3
2025-11-03,API_052,Entitlement,1660,1,590.2
2025-11-04,API_052,Entitlement,1687,1,645.5
2025-11-05,API_052,Entitlement,1427,1,687.5
2025-11-06,API_052,Entitlement,761,0,598.6
2025-11-07,API_052,Entitlement,1942,1,589.5
2025-11-08,API_052,Entitlement,1864,1,592.1
2025-11-09,API_052,Entitlement,1794,1,649.6
2025-11-10,API_052,Entitlement,1143,1,700.6
2025-11-11,API_052,Entitlement,1414,1,570.5
2025-11-12,API_052,Entitlement,1771,1,615.8
2025-11-13,API_052,Entitlement,1564,1,508.5
2025-11-14,API_052,Entitlement,669,0,542.5
2025-11-15,API_052,Entitlement,538,0,639.0
2025-10-16,API_053,Trade,868,0,541.6
2025-10-17,API_053,Trade,1837,1,487.4
2025-10-18,API_053,Trade,1684,1,565.2
2025-10-19,API_053,Trade,1827,1,614.4
2025-10-20,API_053,Trade,1861,1,630.0
2025-10-21,API_053,Trade,1966,1,628.3
2025-10-22,API_053,Trade,818,0,516.0
2025-10-23,API_053,Trade,1369,1,612.4
2025-10-24,API_053,Trade,1332,1,658.7
2025-10-25,API_053,Trade,1220,1,554.8
2025-10-26,API_053,Trade,1596,1,635.9
2025-10-27,API_053,Trade,794,0,564.9
2025-10-28,API_053,Trade,1892,1,574.8
2025-10-29,API_053,Trade,862,0,681.8
2025-10-30,API_053,Trade,622,0,563.6
2025-10-31,API_053,Trade,919,0,703.2
2025-11-01,API_053,Trade,1775,1,623.0
2025-11-02,API_053,Trade,562,0,571.2
2025-11-03,API_053,Trade,1011,1,576.8
2025-11-04,API_053,Trade,1271,1,597.3
2025-11-05,API_053,Trade,1737,1,558.6
2025-11-06,API_053,Trade,1321,1,600.2
2025-11-07,API_053,Trade,587,0,570.4
2025-11-08,API_053,Trade,620,0,686.6
2025-11-09,API_053,Trade,1908,1,689.3
2025-11-10,API_053,Trade,1359,1,605.1
2025-11-11,API_053,Trade,520,0,651.4
2025-11-12,API_053,Trade,802,0,657.5
2025-11-13,API_053,Trade,1302,1,593.8
2025-11-14,API_053,Trade,1245,1,646.8
2025-11-15,API_053,Trade,776,0,583.7
2025-10-16,API_054,Information Management,652,0,609.3
2025-10-17,API_054,Information Management,1834,1,636.9
2025-10-18,API_054,Information Management,1912,1,566.1
2025-10-19,API_054,Information Management,1121,1,605.2
2025-10-20,API_054,Information Management,1306,1,466.8
2025-10-21,API_054,Information Management,1347,1,663.9
2025-10-22,API_054,Information Management,1046,1,471.6
2025-10-23,API_054,Information Management,1562,1,622.0
2025-10-24,API_054,Information Management,1949,1,581.2
2025-10-25,API_054,Information Management,586,0,610.5
2025-10-26,API_054,Information Management,913,0,609.9
2025-10-27,API_054,Information Management,1324,1,460.7
2025-10-28,API_054,Information Management,1171,1,536.1
2025-10-29,API_054,Information Management,1895,1,575.0
2025-10-30,API_054,Information Management,1924,1,582.3
2025-10-31,API_054,Information Management,1770,1,606.7
2025-11-01,API_054,Information Management,1161,1,704.7
2025-11-02,API_054,Information Management,1257,1,557.4
2025-11-03,API_054,Information Management,1519,1,524.5
2025-11-04,API_054,Information Management,614,0,606.3
